modelo,marca,ano,quilometragem,potenciamotor,combustivel,cambio,direcao,cor,portas,finalplaca,vidroeletrico,travaeletrica,arcondicionado,direcaohidraulica,som,airbag,alarme,sensorre,camerare,blindado,valor
TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,2014,100000,1.5,Flex,Manual,Hidráulica,Cinza,4,3,1,1,1,1,1,1,1,1,0,0,32500
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,2019,50000,2,Diesel,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,127000
CITROEN C3 EXCL. 1.6 VTI FLEX START 16V 5P AUT.,CITROEN,2013,60,1.6,Flex,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,32000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,2019,41005,2,Diesel,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,122500
SUZUKI S-CROSS 4YOU 1.6 16V AUT.,SUZUKI,2017,80000,1.6,Gasolina,Automático,Hidráulica,Azul,4,9,1,1,1,1,1,1,1,1,1,0,68000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2016,55300,1,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,0,0,0,33500
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2006,250000,1,Gasolina,Manual,Mecânica,Prata,4,7,0,0,0,0,1,0,0,0,0,0,13000
FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,2005,270000,1,Gasolina,Manual,Mecânica,Branco,4,8,0,1,0,0,0,0,1,0,0,0,9800
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,2013,89000,1.6,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,0,1,0,0,0,26500
VW - VOLKSWAGEN GOL 1.6 MI/ 1.6I 2P,VW - VOLKSWAGEN,1999,137000,1.6,Gasolina,Manual,Hidráulica,Branco,2,8,0,0,1,1,0,0,0,0,0,0,10000
VW - VOLKSWAGEN AMAROK HIGHLINE CD 2.0 16V TDI 4X4 DIES.,VW - VOLKSWAGEN,2011,200000,2,Diesel,Manual,Hidráulica,Azul,4,6,1,1,1,1,1,1,1,0,0,0,62000
GM - CHEVROLET ASTRA GL 1.8 MPFI 3P,GM - CHEVROLET,2000,169000,1.8,Gasolina,Manual,Hidráulica,Azul,2,0,1,1,1,1,0,0,1,1,1,0,13200
VW - VOLKSWAGEN FOX HIGHLINE1.6 FLEX 16V 5P,VW - VOLKSWAGEN,2016,70000,1.6,Flex,Manual,Elétrica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,38500
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2005,100,1,Gasolina,Manual,Mecânica,Branco,4,5,0,0,0,0,0,0,1,0,0,0,8500
NISSAN SENTRA SL 2.0 FLEXSTART 16V AUT.,NISSAN,2016,62000,2,Flex,Automático,Elétrica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,55800
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,2002,112000,1,Gasolina,Manual,Mecânica,Prata,2,2,0,0,1,0,0,0,0,0,0,0,11000
VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2020,4000,1,Flex,Automático,Elétrica,Preto,4,0,1,1,1,0,1,1,1,1,1,0,80500
VW - VOLKSWAGEN GOLF FLASH 1.6 MI/1.6 MI TOT. FLEX 8V 4P,VW - VOLKSWAGEN,2008,157,1.6,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,1,0,0,29000
FIAT STRADA 1.4 MPI FIRE FLEX 8V CS,FIAT,2012,180000,1.4,Flex,Manual,Hidráulica,Cinza,2,4,1,1,1,1,1,0,1,0,0,0,30000
GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2015,47000,1.8,Flex,Automático,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,58000
VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,2017,0,1.6,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,0,0,0,39000
CITROEN C4 EXCL./EXCL. SOLAR. 2.0 FLEX 16V MEC.,CITROEN,2013,190000,2,Flex,Automático,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,0,1,0,27500
FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,2020,9000,3,Diesel,Automático,Hidráulica,Cinza,4,6,1,1,1,1,1,1,1,1,1,0,186000
RENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.,RENAULT,2015,66500,1.6,Flex,Automático,Elétrica,Prata,4,3,1,1,1,1,1,1,1,1,1,0,72000
CHERY FACE 1.3 16V/1.3 16V FLEX.MEC.,CHERY,2011,41800,1.3,Gasolina,Manual,Hidráulica,Preto,4,1,1,1,1,1,1,1,1,1,0,0,12400
GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2018,0,1.4,Flex,Automático,Elétrica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,74000
RENAULT,RENAULT,2013,99240,1.6,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,0,1,1,0,0,0,31000
FIAT PALIO,FIAT,2014,113,1,Flex,Manual,Hidráulica,Cinza,4,6,1,1,1,1,1,1,1,1,0,0,28500
FORD RANGER LIMITED 3.2 20V 4X4 CD AUT. DIES.,FORD,2018,37000,3,Diesel,Automático,Elétrica,Preto,4,0,1,1,1,0,1,1,1,0,1,0,195000
GM - CHEVROLET,GM - CHEVROLET,2017,40000,1.4,Flex,Manual,Hidráulica,Preto,4,2,1,1,1,1,1,1,1,1,1,0,53000
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2017,42000,1.4,Flex,Manual,Elétrica,Branco,4,5,1,1,1,0,1,1,1,0,0,0,49000
KIA MOTORS CERATO 1.6 16V AUT.,KIA MOTORS,2011,12631,1.6,Gasolina,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,0,0,35000
FIAT PALIO SPORTING DUALOGIC 1.6 FLEX 16V 5P,FIAT,2017,80000,1.6,Flex,Semi-Automático,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,44500
GM - CHEVROLET ONIX HATCH 1.0 12V FLEX 5P MEC,GM - CHEVROLET,2016,71000,1,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,0,0,40000
TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,TOYOTA,2019,60232,3,Diesel,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,278000
FIAT SIENA ELX 1.0 MPI FIRE/FIRE FLEX 8V 4P,FIAT,2010,0,1,Flex,Manual,Hidráulica,Preto,4,8,0,0,1,0,0,1,1,0,0,0,22000
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,2017,99000,1.5,Flex,Automático,Elétrica,Branco,4,2,1,1,1,1,1,1,1,0,1,0,57000
RENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.,RENAULT,2014,142000,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,38000
RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,2011,190000,1,Flex,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,1,1,1,0,0,0,18800
HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,HONDA,2019,15000,2,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,102000
GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2011,188,1.4,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,0,0,0,24000
CITROEN C4 PALLAS EXCLUSIVE 2.0/2.0 FLEX 16V MEC,CITROEN,2008,120,2,Gasolina,Automático,Elétrica,Prata,4,9,1,1,1,1,1,1,1,0,1,0,22000
VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2018,56000,1.6,Gasolina,Manual,Hidráulica,Cinza,4,3,1,1,1,1,0,1,0,1,0,0,38500
GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,GM - CHEVROLET,2015,66500,1.8,Flex,Automático,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,47500
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,2016,60000,1.8,Flex,Automático,Elétrica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,62000
FIAT PALIO WEEK.ADV.LOCK.DUALOGIC 1.8 FLEX,FIAT,2012,112000,1.8,Flex,Semi-Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,0,0,0,31000
HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2013,81000,1,Flex,Manual,Elétrica,Vermelho,4,2,1,1,1,1,1,1,1,0,0,0,33999
HONDA CIVIC SEDAN LX 1.7 16V 115CV MEC. 4P,HONDA,2004,220000,1.7,Gasolina,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,0,1,0,0,16000
FORD FIESTA GLX 1.6 8V 5P,FORD,2011,106,1.6,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,0,0,0,22000
HYUNDAI CRETA PULSE 1.6 16V FLEX MEC.,HYUNDAI,2018,50000,1.6,Flex,Manual,Hidráulica,Outra,4,9,1,1,1,1,1,1,1,1,0,0,65000
VW - VOLKSWAGEN FOX 1.6 MI I MOTION TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2012,82543,1.6,Flex,Semi-Automático,Hidráulica,Preto,4,1,1,1,1,1,1,1,1,1,0,0,28990
VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,2019,50000,1,Flex,Automático,Elétrica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,75800
PEUGEOT 207 XS 1.6 FLEX 16V 5P AUT.,PEUGEOT,2010,94000,1.6,Flex,Automático,Hidráulica,Prata,4,6,1,1,1,1,1,0,1,0,0,0,15000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2012,109,1,Flex,Manual,Mecânica,Preto,4,3,0,1,1,0,1,0,0,0,0,0,19500
RENAULT SANDERO STEP. EASY R H-POWER 1.6 8V,RENAULT,2018,48800,1.6,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,1,1,0,0,40000
FIAT 500 CULT 1.4 FLEX 8V EVO MEC.,FIAT,2012,50500,1.4,Flex,Manual,Elétrica,Prata,2,8,1,1,1,0,1,1,1,0,0,0,28500
GM - CHEVROLET CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2019,13000,1.8,Flex,Automático,Elétrica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,94900
GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,2020,6000,2,Diesel,Automático,Elétrica,Prata,4,7,1,1,1,0,1,1,1,1,1,0,194000
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,2013,158700,1,Flex,Manual,Mecânica,Prata,4,0,1,1,1,1,1,0,0,0,0,0,20800
FIAT GRAND SIENA ESSENCE DUAL. 1.6 FLEX 16V,FIAT,2014,97000,1.6,Flex,Semi-Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,31800
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,2013,41000,1.6,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,1,1,0,27000
RENAULT DUSTER ICONIC 1.6 16V FLEX AUT,RENAULT,2021,10000,1.6,Flex,Automático,Elétrica,Preto,4,4,1,1,1,1,1,1,1,1,1,0,91800
FIAT SIENA HLX 1.8 MPI FLEX 8V 4P,FIAT,2005,268000,1.8,Flex,Manual,Hidráulica,Azul,4,8,1,1,1,1,1,0,1,0,0,0,13500
FORD KA GL IMAGE 1.0I/ 1.0I ZETEC ROCAM,FORD,2011,33000,1,Flex,Manual,Hidráulica,Azul,2,3,1,1,1,1,1,1,1,0,0,0,19000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,2012,125668,1,Flex,Manual,Mecânica,Branco,4,1,1,1,1,0,1,0,1,1,0,0,20400
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,2015,100000,1.6,Flex,Manual,Hidráulica,Branco,2,8,1,1,1,1,0,1,1,0,0,0,38000
GM - CHEVROLET CORSA SED. MAXX 1.0/ 1.0 FLEXPOWER 8V 4P,GM - CHEVROLET,2005,140000,1,Gasolina,Manual,Hidráulica,Preto,4,0,0,0,1,1,1,0,0,0,0,0,13500
FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,FORD,2014,85000,2,Flex,Automático,Elétrica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,50000
TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,2010,150,1.8,Flex,Automático,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,1,1,0,42800
KIA MOTORS SPORTAGE 2.0 16V AUT.,KIA MOTORS,2015,38400,2,Gasolina,Automático,Elétrica,Branco,4,3,1,1,1,0,1,1,1,1,0,0,70990
PEUGEOT 2008 ALLURE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2019,57000,1.6,Flex,Automático,Elétrica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,53000
VW - VOLKSWAGEN CROSSFOX I MOTION 1.6 T. FLEX 16V 5P,VW - VOLKSWAGEN,2015,62000,1.6,Flex,Semi-Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,45000
FIAT SIENA ELX 1.3 MPI FIRE 16V 4P,FIAT,2003,115870,1.3,Gasolina,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,1,0,0,0,12000
FORD KA 1.5 FREESTYLE 12V FLEX 5P AUT.,FORD,2019,40000,1.5,Flex,Manual,Elétrica,Prata,4,9,1,1,1,0,1,1,1,0,0,0,47500
GM - CHEVROLET MONTANA SPORT 1.8 MPFI FLEXPOWER 8V,GM - CHEVROLET,2005,100000,1.8,Flex,Manual,Hidráulica,Vermelho,4,1,1,1,1,1,1,1,1,0,0,0,17000
PEUGEOT 207 SW ESCAPADE 1.6 16V FLEX 5P,PEUGEOT,2013,0,1,Flex,Manual,Hidráulica,Cinza,4,4,1,1,1,1,0,0,1,0,0,0,0
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,2016,1640006,1.6,Flex,Manual,Hidráulica,Branco,2,6,1,1,1,1,0,1,1,0,0,0,38000
FORD RANGER XLS 3.2 20V 4X4 CD DIESEL AUT.,FORD,2019,32000,3,Diesel,Automático,Hidráulica,Preto,4,7,1,1,1,1,1,1,1,1,1,0,179000
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2016,770003,1.8,Flex,Automático,Elétrica,Branco,4,2,1,1,1,0,1,1,1,1,1,0,59990
TOYOTA HILUX CD SRV 4X2 2.7 FLEX 16V AUT.,TOYOTA,2017,58000,2,Flex,Automático,Elétrica,Prata,4,0,1,1,1,1,1,1,1,1,1,0,124000
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2018,37000,1.6,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,48000
GM - CHEVROLET CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2014,90000,1.8,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,55000
VW - VOLKSWAGEN GOL 1.6 MI/ 1.6I 2P,VW - VOLKSWAGEN,1995,60,1.6,Gasolina,Manual,Mecânica,Prata,2,6,0,0,0,0,1,0,0,0,0,0,7000
AUDI Q3 1.4 TFSI/TFSI FLEX S-TRONIC 5P,AUDI,2018,40000,1.4,Flex,Automático,Elétrica,Preto,4,8,1,1,1,0,1,1,1,1,1,0,103000
VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,2004,212000,1.6,Flex,Manual,Mecânica,Prata,2,9,0,0,0,0,1,0,0,0,0,0,15000
FORD FIESTA SEDAN 1.0 8V FLEX 4P,FORD,2008,92717,1,Flex,Manual,Mecânica,Preto,4,0,0,0,0,0,1,0,0,0,0,0,14500
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,2019,12000,1.6,Flex,Manual,Hidráulica,Branco,2,9,1,1,1,1,1,1,1,1,1,0,55000
GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2018,73000,1,Flex,Manual,Hidráulica,Branco,4,9,0,0,1,0,0,1,1,0,0,0,40000
FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,2015,80000,1,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,0,0,0,0,30999
VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 4P AUT.,VW - VOLKSWAGEN,2019,44000,1.6,Flex,Automático,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,65000
FORD KA 1.5 SE PLUS 12V FLEX 5P AUT.,FORD,2019,30000,1.5,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,56000
GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2020,12000,1,Flex,Manual,Elétrica,Branco,4,4,1,1,1,0,1,1,1,1,1,0,62000
FIAT SIENA ELX 1.0 MPI FIRE/FIRE FLEX 8V 4P,FIAT,2002,10,1,Gasolina,Manual,Mecânica,Prata,4,6,0,1,1,0,1,0,1,0,0,0,12500
VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6MI CITY TOTAL FLEX 8V,VW - VOLKSWAGEN,2007,160000,1.6,Flex,Manual,Mecânica,Branco,2,5,1,1,1,0,0,0,1,0,0,0,23500
RENAULT DUSTER 1.6 HI-FLEX 16V MEC.,RENAULT,2014,58000,1.6,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,39000
CITROEN C3,CITROEN,2006,388252,2,Diesel,Manual,Hidráulica,Branco,4,7,0,0,1,1,1,0,0,0,0,0,35000
RENAULT KANGOO RL 1.6 8V,RENAULT,2001,364000,1.6,Gasolina,Manual,Hidráulica,Verde,4,1,1,1,1,1,1,1,1,0,0,0,16500
VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,2014,100,1.6,Gasolina,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,35300
MERCEDES-BENZ C-180 KOMPRESSOR CLASSIC 1.6 16V AUT.,MERCEDES-BENZ,2011,100000,1.6,Gasolina,Automático,Hidráulica,Azul,4,8,1,1,1,1,1,1,1,1,0,0,58990
GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2018,43200,1.4,Flex,Manual,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,48000
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,2008,117500,1,Flex,Manual,Hidráulica,Azul,4,0,1,1,1,1,1,0,1,0,0,0,18000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2018,79000,2,Flex,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,1,0,94500
GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,2014,11111111,1.4,Gasolina,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,0,0,0,18500
FORD SE 1.6 POWERSHIFT AUT.,FORD,2014,96,1.6,Flex,Automático,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,33000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2008,148000,1,Flex,Manual,Mecânica,Cinza,4,8,0,1,1,0,1,0,1,0,0,0,13500
FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,FORD,2012,90000,1.6,Flex,Manual,Hidráulica,Vermelho,4,5,1,1,1,1,1,1,1,1,1,0,33000
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2011,88000,1.4,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,0,0,1,0,0,0,25000
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2014,220000,1.8,Flex,Automático,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,1,0,0,36000
FIAT SIENA TETRAFUEL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2012,149000,1.4,Gasolina,Manual,Hidráulica,Preto,4,7,1,1,1,1,1,0,1,0,1,0,22200
VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,VW - VOLKSWAGEN,2000,14510000,1.6,Gasolina,Manual,Hidráulica,Outra,4,8,1,1,0,0,1,1,1,0,0,0,7000
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2016,54000,1.4,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,42000
FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,FIAT,2015,120,1,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,0,0,0,0,28000
NISSAN MARCH SV 1.0 12V FLEX 5P,NISSAN,2019,39999,1,Flex,Manual,Elétrica,Preto,4,4,1,1,1,0,1,1,1,1,0,0,40999
JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,JEEP,2018,21000,2,Diesel,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,130000
RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,2014,1,1,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,27800
FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,2015,60000,1,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,1,1,1,0,0,0,31800
GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2018,42000,1.4,Flex,Automático,Elétrica,Cinza,4,9,1,1,1,1,1,1,1,1,1,0,74500
VW - VOLKSWAGEN GOL CLI / CL/ COPA/ STONES 1.6,VW - VOLKSWAGEN,1996,176680,1.6,Gasolina,Manual,Hidráulica,Branco,2,0,1,1,1,1,0,0,0,0,0,0,3500
FORD FIESTA SUPERCHARGER 1.0 8V 95CV 5P,FORD,2003,141,1,Gasolina,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,10500
FIAT SIENA ESSENCE DUALOGIC 1.6 FLEX 16V 4P,FIAT,2015,59000,1.6,Flex,Automático,Hidráulica,Outra,4,2,1,1,1,0,1,1,1,1,0,0,36000
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,2012,9999999,1.4,Gasolina,Manual,Hidráulica,Prata,4,7,1,1,1,1,0,0,1,0,0,0,25900
HYUNDAI IX35 GLS 2.0 16V 2WD FLEX AUT.,HYUNDAI,2017,100000,2,Flex,Automático,Elétrica,Prata,4,7,1,1,1,1,1,1,1,1,1,1,73000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2009,120000,1,Flex,Manual,Mecânica,Prata,4,5,1,1,1,0,1,0,1,0,0,0,0
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2013,94000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,45500
FIAT PALIO CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,2016,58700,1,Gasolina,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,28900
RENAULT DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.,RENAULT,2017,77000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,52900
FORD,FORD,1998,48127,1.3,Gasolina,Manual,Mecânica,Azul,4,5,0,0,1,0,0,0,0,0,0,0,3300
GM - CHEVROLET ASTRA SEDAN 2.0/CD/ EXPRES.GLS 2.0 8V 4P,GM - CHEVROLET,2003,189000,2,Gasolina,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,0,0,0,15500
VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,97000,1.6,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,46000
TOYOTA COROLLA GLI 1.8 FLEX 16V MEC.,TOYOTA,2013,66000,1.8,Flex,Manual,Elétrica,Prata,4,8,1,1,1,0,1,1,1,1,0,0,46500
CITROEN JUMPER 2.8 16LUG. DIESEL,CITROEN,2003,259,2,Diesel,Manual,Hidráulica,Branco,4,9,1,0,1,0,1,0,0,1,1,0,47000
RENAULT DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.,RENAULT,2017,106000,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,0,0,51900
GM - CHEVROLET AGILE LTZ EFFECT 1.4 8V FLEXPOWER 5P MEC,GM - CHEVROLET,2010,123,1.4,Gasolina,Manual,Hidráulica,Cinza,4,4,1,1,1,1,1,1,1,0,0,0,20000
RENAULT SCENIC ALIZE/ EXPRESSION 1.6 16V MEC.,RENAULT,2008,19450,1.6,Flex,Manual,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,0,0,0,15500
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,2013,100000,1.4,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,31900
FORD VERSAILLES GL 2.0I / 2.0 2P E 4P,FORD,1993,180000,2,Gasolina,Automático,Hidráulica,Azul,4,7,1,1,1,1,1,0,1,0,0,0,13000
GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2014,80000,1.8,Flex,Automático,Elétrica,Prata,4,7,1,1,1,0,1,1,1,0,0,0,48000
FORD RANGER 2.5 4X2 CD TB DIESEL,FORD,2018,12700,3,Diesel,Automático,Elétrica,Preto,4,1,1,1,1,0,1,1,1,1,1,0,152000
FORD ECOSPORT XL 1.6/ 1.6 FLEX 8V 5P,FORD,2005,198000,1.6,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,0,1,1,0,0,20000
